path	sha256	structural_check	lines	semantic_scope
research/experiments/competition_dynamics.py	7dac8cc1bb4fc047cfde25386b4a1a07b11ee816e071c46b7d717ef7c9901c6d	Python AST parsed	306	structural inventory only
research/experiments/competition_dynamics_results.json	d36afe18f52b40cda9f64b5f79885f9ff7e937a72ac5ae3592145c9bbafb6a4e	bytes hashed	19596	structural inventory only
research/experiments/complexity_ladder.py	1b0aabd3748f9766e3053b9864958fc1950e5994aef1b5d6efbd98d601b9fb1c	Python AST parsed	357	structural inventory only
research/experiments/complexity_ladder_beta20_full.txt	819e5587abb5ad590cc089692eb3ea9df2339f8b8f14b07ef2f93016c94f565c	bytes hashed	46	structural inventory only
research/experiments/complexity_ladder_beta20_results.txt	c6f392c5539c756f80a2288fcbb225f8874ff8f7d956df5687edc520ab96354a	bytes hashed	75	structural inventory only
research/experiments/complexity_ladder_beta20_v3.txt	c947067325c1d0babae33e9953d44bbdb1d400c7a7489327437dddb5c184860d	bytes hashed	31	structural inventory only
research/experiments/complexity_ladder_overnight.py	3a701dbb5361301846d8a5881aa579ac01376dfe2559d656205b9e32dd78c33c	Python AST parsed	286	structural inventory only
research/experiments/complexity_ladder_results.txt	88abcea27d0023b026027e3da84d4759cfa11d14015b7b15c452e131d6056375	bytes hashed	23	structural inventory only
research/experiments/compositional_depth.py	95ccd4586027865887ddbc89df6668792158fafe863c3a6443d0343e44422e0b	Python AST parsed	365	structural inventory only
research/experiments/compositional_depth_chain.py	30563101feff19ee0a0d1e15fcc29c3396a9003d2207155375796528487db97b	Python AST parsed	200	structural inventory only
research/experiments/compositional_depth_v2.py	87b79ee2941ef75d48ba090c92d8900bab11b109a943739ff8ee4d32eb477d90	Python AST parsed	182	structural inventory only
research/experiments/confound_n2000_M64.csv	e1952ebd8fa5284a655003f635d0e4a8db7ed9f50fb99dfd149c38865191e7a1	bytes hashed	166	structural inventory only
research/experiments/confound_n4000_M32.csv	fb8077b1d18404753da56e260d3e0395df752036ef92e64049912439267bcfba	bytes hashed	166	structural inventory only
research/experiments/constituent_structure.py	8b1a2575765956301f1bbcce2e365f0a979ea7be98e7d2e9d0b70ef813715e4e	Python AST parsed	244	structural inventory only
research/experiments/core_assembly_duplicates.py	0cdc0598c1d328fab672f5cf53dc6b11d08633cf64d66ac46cf042b61ea2f15a	Python AST parsed	277	structural inventory only
research/experiments/corpus.py	ef48c04489e1789e7ab6e705085a61029d6b7097b2f8d95bc871980648807d53	Python AST parsed	361	structural inventory only
research/experiments/critical_point_scan.csv	a347d7cb6bc9daf21465fccca9366232a788486d2ea208e1a26945a2a0c0ef7d	bytes hashed	496	structural inventory only
research/experiments/critical_point_scan.py	b58b270be7236b664946d53448e92b6bbfcbb3863daab6a30e54fc7e0982c82d	Python AST parsed	125	structural inventory only
research/experiments/curriculum_corpus_grammaticality.py	ea5f9c450083f23666acb0c73671d1e788e584d7ca9b449c587178bbaf389942	Python AST parsed	177	structural inventory only
research/experiments/dead_fiber_hunt.py	55498a81c3f815512a86a3813530f283e12a1889e2e8e3f65f21c0614ade1797	Python AST parsed	267	structural inventory only
research/experiments/dead_fiber_hunt_healed_results.json	eb4dfef3432e09ddf86f3f70bc642615138d0f8c3306090e0a11f56b1bed5ef6	bytes hashed	1191	structural inventory only
research/experiments/dead_fiber_hunt_prefix_results.json	660ead545e832986463961a47c818b17cfe95d914cdce63b4c27cc2007c96d31	bytes hashed	1191	structural inventory only
research/experiments/depth_at_low_load.py	784b8ce46233c3038cce5b0d4fcef8858aab5a7ad59084c387e76d241251e7b5	Python AST parsed	108	structural inventory only
research/experiments/depth_basin_sweep.py	77b28d375ba4bdaa1d8ccd3304df452b4a9c8ac7b2cf4d8e1cdd4ea040bca627	Python AST parsed	209	structural inventory only
research/experiments/depth_beta_at_load.txt	6b809ec064a62477f26007aa5e01698856d0ab7526c69654fa75524ce66948cc	bytes hashed	14	structural inventory only
research/experiments/depth_beta_rescue.py	c0430d9181923e52146a8335e19503a88071d8d24b56928061c81a2975c79722	Python AST parsed	229	structural inventory only
research/experiments/depth_chain_slotted.py	aaef929fe56b1dfb7fe060103bc0cad0af41e19bac2fd402a216caab153d4c3e	Python AST parsed	204	structural inventory only
research/experiments/depth_corrected_substrate.py	4a5f56fd332ae6c10e9cf8f28af0f281a69d48d788a53c55a79f23a534b15d12	Python AST parsed	264	structural inventory only
research/experiments/depth_intermediate_quality.py	52cda4d681471875dd294a7ce2f8233595d7809bb2dde25e438adeb198b13047	Python AST parsed	199	structural inventory only
research/experiments/depth_role_slots.py	fb5afb24585e570ca1d76962e3afb91988e5775f73e8699a63754de24210b116	Python AST parsed	173	structural inventory only
research/experiments/depth_snr_scaling.py	b2542bf0e974f311a40ca1624b0e553b3846e6a7e25fbcf027d24eaabe8092a6	Python AST parsed	118	structural inventory only
research/experiments/depth_wrong_cue_control.py	305de3556e19e70fcb7a74a52b2054d054e920c62849e64c6e5292748be855bd	Python AST parsed	187	structural inventory only
research/experiments/diagnostics_selfcheck.py	50f63ed5cc969a125f79dc9677cdde0eee9f8a916d08ba7b7f862fe42d08b674	Python AST parsed	139	structural inventory only
research/experiments/distinctiveness/__init__.py	f0f0e7b3b4ae2a5e154600b8ba8a820bef100f478847737e403d3367e5f59b0f	Python AST parsed	11	structural inventory only
research/experiments/distinctiveness/test_capacity_limits.py	5d58d50afe1793511227c7f1167ca3a898ba2326d250738fb736b3178778d29b	Python AST parsed	408	structural inventory only
research/experiments/distinctiveness/test_competition_mechanisms.py	4034b2818fb2a6c082cae5244a44afbefa1fe2b903bf0973a9ed0a2f64036731	Python AST parsed	471	structural inventory only
research/experiments/diverse_forms_recall.py	cf383146ada30fe77e23d4ce73e88ae41f2c4b8baa86e36e30cedec22517101f	Python AST parsed	198	structural inventory only
research/experiments/diverse_forms_recall_results.json	20fb4ff9869f6387f8d8f9a28a10e3cf56cc87d998735870d1da6d2bdc99cedb	bytes hashed	1178	structural inventory only
research/experiments/does_the_assembly_decide.py	a2f61c89bd4c5e2a63e4cdf62aa1e5b0ab3141e31ec70ee78aa48abe02bf4f98	Python AST parsed	252	structural inventory only
research/experiments/dormant_mechanism_sweep.py	d9f762035b2ee0eaccde1380129f2d5f64a21e6a19da3c94312703f0a2397c7c	Python AST parsed	920	structural inventory only
research/experiments/drift_vs_crowding.py	b8fba93e6d3dcfbcbf97cfc437072ddcbba4f91e7983fe314d682a220a6360bb	Python AST parsed	287	structural inventory only
research/experiments/drift_vs_crowding_results.json	d4d9dc17bd429d4188d8e76c2e4ef0dcf791832f240523cb83a3d3657852ba89	bytes hashed	5510	structural inventory only
research/experiments/drive_decomposition.py	47388cff4648f586bf27d9e500e73c8ea57e23f7d188f20cf59dd4f570b79418	Python AST parsed	271	structural inventory only
research/experiments/drive_decomposition_results.json	91eb1cd3eeb01b5109b00325b3c313b7267b69411b697d3e1e91bce35142ff37	bytes hashed	1066	structural inventory only
research/experiments/episode_budget_recall.py	44acd7c34bf363489beb22e6b3af5ffeb2e8300780767810e77334b0aeb264c6	Python AST parsed	206	structural inventory only
research/experiments/episode_budget_recall_results.json	c951084bcf4db661ff80548b044e653678e87bdde9f378714307760d6329e495	bytes hashed	2354	structural inventory only
research/experiments/epwta_capacity/PROSE.md	367673f5dd9af6e0c083bac8d79ddc57c53506e920251c9fc80ca8cb4ae854fa	bytes hashed	235	structural inventory only
research/experiments/epwta_capacity/REPORT.md	9799cbf3e847a8b4152c9ddc5076d25c52e653b3d8fd1d925551d80b24b22f64	bytes hashed	487	structural inventory only
research/experiments/epwta_capacity/__init__.py	926aad14129528f8b0303cda962296c4fbd7417c8855932d8dabd6db8dbe937f	Python AST parsed	1	structural inventory only
research/experiments/epwta_capacity/analyze.py	6f10fee3ecc4baf7a2d1e908b1545d479267de309a31dc4011905bc32601fe16	Python AST parsed	265	structural inventory only
research/experiments/epwta_capacity/beta_control.py	bedfa4a272c4e14febbfc87c8d84aba2be67bed379a589628865c596e2890df5	Python AST parsed	76	structural inventory only
research/experiments/epwta_capacity/capacity.py	17b264c9e5c881a0041eeef3517b3415cced76f0f6c060da24a9040c095c15aa	Python AST parsed	144	structural inventory only
research/experiments/epwta_capacity/deep.py	9585a07d63419851eef3a87acc477ed18b07d15d454ff0da95f7befe56804f4d	Python AST parsed	79	structural inventory only
research/experiments/epwta_capacity/deep_log.txt	e1d0abacfc981655947d343852b391c2cdc0a62df812a88afa3a78fded184d61	bytes hashed	41	structural inventory only
research/experiments/epwta_capacity/regime_map.py	762234256b4b11b253d68ba7ce6b62d36e1d81a6b78d6bf5f2e8bbabee23a327	Python AST parsed	91	structural inventory only
research/experiments/epwta_capacity/results_beta_control.json	eaa2d36cb2b1e5ef042f23ee20a439fd5c68d1796bd6f38e25bd2c63c8db4b93	bytes hashed	2334	structural inventory only
research/experiments/epwta_capacity/results_capacity.json	8e90ee4d333f08f527c0260281e8ff664d666b47128a1f22e7b268c5ce5002b8	bytes hashed	14027	structural inventory only
research/experiments/epwta_capacity/results_deep.json	a7ac12df9eab4ce31562609aca8a1240e4f3c9203501da9dcb09910a3ea90ea9	bytes hashed	4701	structural inventory only
research/experiments/epwta_capacity/results_regime_map.json	fbec4662cf0b332b477fcd3c9ccad03ae6859ace7b47e56a2049f261a81e983e	bytes hashed	1256	structural inventory only
research/experiments/epwta_capacity/shared_substrate.py	f160b96f47a0f1d0be518628a0665ccdf71ea54956ef76365798610361ea492a	Python AST parsed	145	structural inventory only
research/experiments/erp_afferent_energy_study.py	5cd3cc12de5510a047d3195e369c8e2babe18b45e8ddec36b59805e5c74115c2	Python AST parsed	119	structural inventory only
research/experiments/erp_afferent_vs_recurrent.py	6128e754af9f44ad165c33625b56fedcc3f24924d19762888a063a10824ad33e	Python AST parsed	115	structural inventory only
research/experiments/erp_cold_vs_warm_arm.py	507ca5fda0988e772e7aad53ed52c5df1434000e4a1527f0b1120896bb647cda	Python AST parsed	92	structural inventory only
research/experiments/erp_denominator_invariance.py	fa6c7d109e5b8e8034ca594b86442dcce903b8200048495e2c8a54b6254f76de	Python AST parsed	199	structural inventory only
research/experiments/erp_expected_slot_ab.py	3e0b7b0516dfa7ff8e30e22f6a928287ce342150ba570f00659cca572cd65978	Python AST parsed	135	structural inventory only
research/experiments/erp_expected_slot_study.py	37c7a1f59dbd7324ff1c07227c73f0e731c4b6f569dfd6982cfbc39a265de5ce	Python AST parsed	94	structural inventory only
research/experiments/erp_frame_candidate_selection.py	c614b65047d409536d4642a8c9a5892e21dd168565d6639c79a249fba0d52766	Python AST parsed	182	structural inventory only
research/experiments/erp_frame_vocabulary_audit.py	e1a39151dc421e975bd1ea3276295489547cefdc33e8133d0dee05411cc83f78	Python AST parsed	117	structural inventory only
research/experiments/erp_full_substrate.py	f35f6f85f2ae2bcf41f1f65abe9080a0f63394c8a97577bbe1a102cb44643756	Python AST parsed	166	structural inventory only
research/experiments/erp_growth_neutrality.py	83d5cb9dca33764edb562d44373fe33d08b533eb1015b11a69a13b5a99c44d53	Python AST parsed	165	structural inventory only
research/experiments/erp_or_else_census.py	10ba69cbaec60a5578ee922da2d51a8dd74825cbb3a0dd629577508dc68e7be9	Python AST parsed	204	structural inventory only
research/experiments/erp_or_else_impact.py	14832cc1eb7d516bb2a772622617b7d1938fd17e442cc131b8a62c9aecb5d4ad	Python AST parsed	223	structural inventory only
research/experiments/erp_p600_area_matched.py	31dd26aa405dd49a4dc1ed37da6a9eb4ed097d774e4527fc8da1d71d22be5ff0	Python AST parsed	178	structural inventory only
research/experiments/erp_p600_probe_contamination.py	dadb234958f8677e291e6f766e2483f90e479ca9a13bc15f7bc7f462e1cc22b7	Python AST parsed	204	structural inventory only
research/experiments/erp_p600_residual_cross.py	b57a29059a99c4e18198fb808d446e919c094004d3eb5fda8cf1a6a948d31bf2	Python AST parsed	153	structural inventory only
research/experiments/erp_p600_zero_trace.py	cb455c65cd0d5e192932d4096a1402cb7c9112e0e7cbcf500429e2d1364c3d87	Python AST parsed	139	structural inventory only
research/experiments/erp_pathway_vs_area_binding.py	189a9f55fa59a698f352e0be8427a34a0accb686383e6457fc166f68c1b8a6d4	Python AST parsed	187	structural inventory only
research/experiments/erp_pathway_vs_area_binding_results.json	549241fff551f849ec5badf1d879adbe1a80cfc8bd6c4920b54380c31c434c6b	bytes hashed	3878	structural inventory only
research/experiments/erp_pathway_vs_area_control.py	7e992ef7d218c91517f9f9d110c6bd4ccaf41b3d26558fa97cd464396eef2db3	Python AST parsed	216	structural inventory only
research/experiments/erp_rerun_pairing_check.py	3bc7f68faab6e663de7e208996ac0086a430aba8fe79e21895740e04705d0128	Python AST parsed	54	structural inventory only
research/experiments/erp_rng_leak_check.py	e41ce42e8ea9f1938f9a0df0766ab4145f8c1c7a330eaaa6579b083db941948d	Python AST parsed	83	structural inventory only
research/experiments/erp_source_core_identity_control.py	9fac819ffa05a40104de6f2f98d05ebc948a35f4fedbd2ecd22e216894e999ea	Python AST parsed	173	structural inventory only
research/experiments/erp_source_core_study.py	7fa293dcfc17ae01809c9fec49b3527875372da05758285f0fa3a0e7fa958241	Python AST parsed	113	structural inventory only
research/experiments/erp_stability_aggregation_study.py	b373a66e4e0b1efc0fe10d5f907b29e811991ca4008466e5ee142b456465cac5	Python AST parsed	128	structural inventory only
research/experiments/erp_trained_frames_study.py	b235ddbf683902267d2c50ffe9bb126f0c995ff62509cf3055dedf791b7d7681	Python AST parsed	174	structural inventory only
research/experiments/erp_which_area_per_arm.py	c9c9cd3585343fbc951b65e2b8bf70abea939a5c48ac98b23705c6a99d80ecae	Python AST parsed	124	structural inventory only
research/experiments/fetch_childes_brown.py	44a3f36cb9cb4ad14ca67e09b127699da361305eabfe94a0dc64324330600e09	Python AST parsed	121	structural inventory only
research/experiments/fiber_audit.py	faad84759741fcbd9ef0f43855ddda001ab14c3dab3845b82a8b30377c2a2f7a	Python AST parsed	228	structural inventory only
research/experiments/figures/fig1_transition.png	3a98d5ab9d9bcf313ecae62bc69a3613821fd210c371f13fb1831fbabddadb21	bytes hashed	0	structural inventory only
research/experiments/figures/fig2_gc_vs_n.png	d1d66ac211fe469ee70107f1edf893ab8f72e61379e61a9031d323b1a7d4f2f9	bytes hashed	0	structural inventory only
research/experiments/figures/fig3_depth_profile.png	203b888a1065dcc6f541dfd37e4060a4d609ed669590b051f027a491b42c346d	bytes hashed	0	structural inventory only
research/experiments/figures/fig4_phase_diagram.png	729856be91bd65cba2dbf8e35232c2fd36940ab808eb2fc8e3d068e9d7ff8364	bytes hashed	0	structural inventory only
research/experiments/figures/fig5_gc_vs_depth.png	de85e137ff012b9cbb2e253f3f1a670000d75bd12ea3746cdc575e86d5e25371	bytes hashed	0	structural inventory only
research/experiments/figures/fig6_gc_vs_kp.png	517ac809719eeb5efdd26fb26eef407a0ff89b12c564285594d72511d5598b42	bytes hashed	0	structural inventory only
research/experiments/figures/fig7_capacity_relative.png	f4a68de1e58c5a749ed9a93dbb6382d51e109bed872022a9036d906d4f7a77db	bytes hashed	0	structural inventory only
research/experiments/figures/nb1_phase_diagram.png	8c4da56d502c1137b23108fb80519385d38f76540f13d595cab0e87a2d706070	bytes hashed	0	structural inventory only
research/experiments/figures/nb2_wedge_width.png	a37552a350e1894b9c8232294ebeb20943eb9f711715cb49852284bcb8c1ec51	bytes hashed	0	structural inventory only
research/experiments/figures/nb3_gc_four_axes.png	710859476b9bba8d0c590b362289ab86e1d0c12fa008d487d58fab8945c8a33f	bytes hashed	0	structural inventory only
research/experiments/figures/nb4_capacity.png	7e8c505e7cd4cf8ce11d0b6548445570dce3cf1e6e7a6c06cfad662e10b5b548	bytes hashed	0	structural inventory only
research/experiments/figures/nb5_information.png	cdc27d2d2ec5cda141171694883ddb00f194cd0cf7e0fe7c399531f5023072bc	bytes hashed	0	structural inventory only
research/experiments/figures/nb6_zipf.png	03291dc022a1faa3aa9be088e4bdf3a3d57726e1f7abdfd3311ce786519ad9f7	bytes hashed	0	structural inventory only
research/experiments/figures/nb7_bridge.png	21ec1132746f7fd004e9e259c72dd57383e86eecd981309bf1aad1cb6218c91e	bytes hashed	0	structural inventory only
research/experiments/figures_notes.py	e4816361827f3baa0089be542cbff2e6253ec1edef068836184aff5abc4071fb	Python AST parsed	435	structural inventory only
research/experiments/flush_rate_e19b_results.json	7535f30e30264c7c58e7f968e83744659a9d1f96690f73da1cd396de140ca276	bytes hashed	914	structural inventory only
research/experiments/flush_rate_sweep.py	db1ceb93cf7c71615ec3337cf357f2da6d995728875a199870d7e9a33698c3ca	Python AST parsed	303	structural inventory only
research/experiments/flush_rate_sweep_results.json	c1f6cf5ffa2440e7e4ae2e6bcff9a7517992e885aba4aa093c4ac5ea07db12a2	bytes hashed	618	structural inventory only
research/experiments/fork_equivalence.py	f167dc53501975a94e8ca6389de4f48cd5194f829a3cab79f0901993ed03197f	Python AST parsed	114	structural inventory only
research/experiments/fss_collapse.py	1923c60b0b25278e1f128f705a098584ddf6dbe0c9d93bbd4fc2d7086085de4f	Python AST parsed	204	structural inventory only
research/experiments/gain_max_sweep.py	c4893e15c7f691aeec9148458a1a1949cc5a41b1bd02022e288246a6fdd300e5	Python AST parsed	204	structural inventory only
research/experiments/gain_max_sweep_results.json	1ceebf19d72e0d98c1b6d6faf4bae3e1b7747712ea338fb838c5343970ed8aa7	bytes hashed	2354	structural inventory only
research/experiments/gated_role_binding.py	36ff4c23234c71cb690dc0403570e286fe7cdef88a2596f80f7ce3ca63f850de	Python AST parsed	268	structural inventory only
research/experiments/gc_confound.txt	627d46928ef54f7dfa9cf372820e71a3d9621f8df78977ec89770dfdc0aa5184	bytes hashed	39	structural inventory only
research/experiments/golden_coverage_audit.py	d4894e564def454e01852d1dce6b8344299e48464a83bc366ee3eb221c8076cb	Python AST parsed	161	structural inventory only
research/experiments/golden_readkey_audit.py	02046cec690035acc8011995250309f157c5e51ca7185c460ae8aaa738e9c1e5	Python AST parsed	262	structural inventory only
research/experiments/gpu_hashed_batched_bench.py	d6b753ee893524aaf7c7e9704b4ba26ab50fb03090458186043ef411fe161ce6	Python AST parsed	110	structural inventory only
research/experiments/gpu_hashed_deviations_prototype.py	405033bd270d674dc1762698089474e37d1484a0c6ef91f4e212e75b42c0ad31	Python AST parsed	267	structural inventory only
research/experiments/gpu_hashed_drive_prototype.py	b58d97f416b59cb77db810255c35ae4d291b05c42c5ecdef3aeff5f65fe04119	Python AST parsed	193	structural inventory only
research/experiments/gpu_hashed_plasticity_bench.py	2aa6c0502bea25ae0fb2d9af8c1b93d99ffccf529b32e3975125029cb6ae1e5c	Python AST parsed	67	structural inventory only
research/experiments/gpu_hashed_stim_parity.py	e733dc3fa4b725d29e8a6a161ed0ff33dde3fd00536b3a655822d1785a8ff348	Python AST parsed	140	structural inventory only
research/experiments/gpu_hashed_substrate_parity.py	3c4402c6e86dfda7f46dbd287febb731225ba240ddc811b143f1a12efbce581a	Python AST parsed	130	structural inventory only
research/experiments/gpu_radix_select_prototype.py	145405a7605484b65855ac53c6cf4dddec3865e4ab1c9698a0dc3515584a01df	Python AST parsed	239	structural inventory only
research/experiments/gpu_writeback_gemm_prototype.py	2cfa11a854e563e93a7babefd7024bd0fa107780cb7c003dd4cbfcecea851ab6	Python AST parsed	235	structural inventory only
research/experiments/gpu_writeback_prototype.py	f9c5a9b71a133c1462d28b485fc26c72ab0c61baf6885bef42bbd78feac3cd23	Python AST parsed	90	structural inventory only
research/experiments/grounded_corpus.py	6bd3810fa78c42fcbfc4d6baff942e25cb98af0b66b84c78b21f5b67cd334b32	Python AST parsed	130	structural inventory only
research/experiments/grounded_induction.py	0f0d6b8f7909d1152201aa017e881fad79f68747a89f3384b84b4be7091deefe	Python AST parsed	121	structural inventory only
research/experiments/grounding_lesion.py	18058b3e457fd7fcd8a8859a89d3950a7bb9522e32a8117833633db696413d61	Python AST parsed	311	structural inventory only
research/experiments/held_out_recombination.py	737b3e1135feec0b22bc08196f578911b21e74634000f15615966701aeb73fb0	Python AST parsed	264	structural inventory only
research/experiments/imbalance_attribution.py	be8aea361a15c33f01dcd7db5ad5365cf179a7e552a08f0c2f5569f77c66be65	Python AST parsed	244	structural inventory only
research/experiments/imbalance_attribution_results.json	2598a0a6f4d86d03f7572b425897024778cd300c87e710b5c8c5d624dfce1b65	bytes hashed	203	structural inventory only
research/experiments/info_depth.py	778ae17e197a099580f6d8dfcca82506d5c64298c1733fa5d985b9a0f32411a4	Python AST parsed	138	structural inventory only
research/experiments/information_theory/__init__.py	ea1bd1499b2417ea6e420bfdaebf86297476698a939e09c71eaf476fee3b18b1	Python AST parsed	10	structural inventory only
research/experiments/information_theory/test_coding_capacity.py	d4f0f7335fbe720f7e034fdc949ca6277f11094409ad208c6441306acdabab46	Python AST parsed	332	structural inventory only
research/experiments/infrastructure/__init__.py	b169f65a2dc7f35e190d80b289e03d4db0dba70f19e055fc31e8611fd4390f6d	Python AST parsed	40	structural inventory only
research/experiments/infrastructure/bootstrap.py	e26ca783cefcfc0d814005532319ed81d6879d724d1f54044e04ca36da31f01f	Python AST parsed	5	structural inventory only
research/experiments/infrastructure/consolidation.py	956902f0654ac68b5e338e6c2ff836467c3959d9e43142199f1d59cb7698743a	Python AST parsed	39	structural inventory only
research/experiments/infrastructure/lexicon.py	4aacc399e1bd88109f1a7830cf691b593085b595ebd9f51f7a2707d536ed1732	Python AST parsed	49	structural inventory only
research/experiments/infrastructure/materialize_structural_weights.py	7f5a6251473b9e3f90c8c3f9f55f414c2b29e99ae3422c8d19145c1b59543846	Python AST parsed	103	structural inventory only
research/experiments/infrastructure/pipeline.py	4c8fec3fc5ed792d69ab7fbc08d1c070eff30575e1a61fa4e8d15b5a5173c983	Python AST parsed	85	structural inventory only
research/experiments/infrastructure/validate_registry.py	e749b5a89abaff3246a8d12a6e47b34d8b76a9d59ccc87726cf9df83e3f9e820	Python AST parsed	39	structural inventory only
research/experiments/ladder_divergence_bisect.py	95f00f4003cda50e298055f1c2d9e811d4984e6f229b44f5a8c01b7b23f353ec	Python AST parsed	70	structural inventory only
research/experiments/lesion_aphasia.py	5c07b612ce98e844a75a8e8dcbfe093724d578f71b5efc2a1d2f778ba9b52442	Python AST parsed	505	structural inventory only
research/experiments/lesion_neural_routes.py	e6e9d517580a60c99d71d9d05a3683c7ed65910f44bf1c3c2041f651665ceec1	Python AST parsed	226	structural inventory only
research/experiments/lex_reproducibility.py	310f5ed273444d1993d5172967e834dc7c95a2efd69abcb797e7179b03b2aa19	Python AST parsed	170	structural inventory only
research/experiments/lexicon_capacity_law.py	d84ae3612870e619d1f99010d0659720768f3f65119b06df9785f3d6ea428f19	Python AST parsed	238	structural inventory only
research/experiments/lib/__init__.py	41611108b070fbbee4a047851b905eadbf76c62ef67561db37e6887cfa0a9422	Python AST parsed	90	structural inventory only
research/experiments/lib/brain_setup.py	a680c172de847cda003ae71715246fac313b5fe09f1b88256431c8002854da28	Python AST parsed	165	structural inventory only
research/experiments/lib/freeform.py	e88753952a601d2bde8daecdb321b6a6fa1c88148b2514f80365b9c7747671d6	Python AST parsed	596	structural inventory only
research/experiments/lib/generation.py	0dd17ce9c6f5111ce51c09fa5d04afdbedb5de90d5caae55fb5d2e0018b34d4f	Python AST parsed	233	structural inventory only
research/experiments/lib/grammar.py	8d9c0f4c04686b4d2122f6c94a7ad38ca2406a5b8779f7ced91c436d0b26d2fb	Python AST parsed	772	structural inventory only
research/experiments/lib/grounding.py	93cdf2947c4bc1de3240cde3dc97a7cd7177b4ea7a72e3e0f937c2ca33debfe6	Python AST parsed	331	structural inventory only
research/experiments/lib/measurement.py	89c1636e2b498714f13e065bce1d1ee03cf205ee84b1c096e4125f1f97d1c8fe	Python AST parsed	247	structural inventory only
research/experiments/lib/subgrammar.py	01df01d458b62386f1e3a483de0ca3ab1402e86056fd08675595f6c92b13182d	Python AST parsed	98	structural inventory only
research/experiments/lib/training.py	f12b558b604c561c97d53c220a179920df483ad90a59ecd7586ec89680add6ec	Python AST parsed	141	structural inventory only
research/experiments/lib/unsupervised.py	8932e0c39d7027e590693598d1a2f33ad2a635b5dabfaf499a58926f449b0850	Python AST parsed	368	structural inventory only
research/experiments/lib/vocabulary.py	75161d1a2c321b2858b139ebeea148eddfdb18e7ead28cc03f751cd2ae86a4d3	Python AST parsed	355	structural inventory only
research/experiments/linear_gain_recall.py	0a279a681f5cd096f7730893289d82fb992cb80bf20eb39c9ed64df7ef747e68	Python AST parsed	205	structural inventory only
research/experiments/linear_gain_recall_results.json	f23b3f5b6b814c9cf1b5622afb580180673ddc3b50a2ab55953b60b09e4e9ed5	bytes hashed	1570	structural inventory only
research/experiments/lucky_seed_audit.py	889c258eb37d562c1a3af5334adc3c3c81a92bb45061bf036ade47f97806c4c3	Python AST parsed	132	structural inventory only
research/experiments/main_loader_state_probe.py	a3ad5c7b259e12fa30ee0f7b9ffbe3bd5532fa43434b936b27b882286d114dbc	Python AST parsed	67	structural inventory only
research/experiments/many_areas_efficiency.py	147de46f60574840f8a08d64b4274a78a7ea4029b92214a69d0562dc4a6544af	Python AST parsed	196	structural inventory only
research/experiments/mass_readout_gate.py	9dc5707ec40638b44535e81a681863bb53688b61285ac58add2e8b417635ee9f	Python AST parsed	170	structural inventory only
research/experiments/mass_readout_gate_results.json	4c1ce15654f622f2e0a9277d7e8c6745cb7ce20dcfc41c154bc3c80c36f0eae2	bytes hashed	198	structural inventory only
research/experiments/mass_readout_gate_results_raw.json	39e6e1a9b6a51d3730a6f859e45d1ff853c2ebd92e9fcb51c7cb7725f29e5cb8	bytes hashed	198	structural inventory only
research/experiments/merge_backproj_gated.py	20ccab6d5b8d11d3bbc31502462c487236bebc9dc1ac039c08e9cc726f87fb50	Python AST parsed	242	structural inventory only
research/experiments/merge_capacity_ladder.py	f2d18e0c07e9f52551a90e5133596fa2eecd42c9e359206f0445cd8f38a19e72	Python AST parsed	245	structural inventory only
research/experiments/merge_chain_primitive.py	8584c0cafc094226df8c2eeebe0ed5ef6b484f7afa59531448a997c418ab33ec	Python AST parsed	218	structural inventory only
research/experiments/merge_cue_fidelity.py	ec2337062f2384a0c2f8394682bd1341daa6eea81906093d377719145c73ab01	Python AST parsed	345	structural inventory only
research/experiments/merge_gated_target.py	ccd50556fced7e5d7f7d9fd171956f7d0988e9df3fea209452597ca2d06c5f20	Python AST parsed	439	structural inventory only
research/experiments/merge_recall_control.py	e35a3d3ebd197ba689f819dacd5d14a4ff9e983132b0a2a8e682f4dbee4bc56a	Python AST parsed	193	structural inventory only
research/experiments/merge_recall_powered.py	a5b86f83664b4decb21131906a6d644b0c63801ca3218f06b4855957b4c409a1	Python AST parsed	174	structural inventory only
research/experiments/merge_recurrence_channels.py	48ec9e678bba0b52c9bd7778d9521b09a6089b4b492fc47090dda0b2b871463f	Python AST parsed	231	structural inventory only
research/experiments/merge_regime.py	0e3721f24e3ed80a66dded1705d9e9d36d94d63420778e0a441c554da4d29e55	Python AST parsed	254	structural inventory only
research/experiments/metrics/__init__.py	f39c053213da63f31cae558da05c5434908f86d098aaf67a40556c84d1004cb5	Python AST parsed	42	structural inventory only
research/experiments/metrics/energy.py	4503e938efefccc77ee8a0fa0b448c9c93f5819c054922f6de848f2340c60767	Python AST parsed	113	structural inventory only
research/experiments/metrics/instability.py	4b4b7adb672a1386121f3badf3f18eb10ca9c1d8548aebd5da31b13b0595564e	Python AST parsed	114	structural inventory only
research/experiments/metrics/integration_cost.py	03cc35999587fcb05e6f8b62ad8301d7897f5fd8882231b5e5b2015438492c79	Python AST parsed	30	structural inventory only
research/experiments/metrics/measurement.py	519b25609551919c67b6b97030f418ca6f09f46875db83de1afe6f577b6ad84e	Python AST parsed	429	structural inventory only
